Review,Rating
Pretty much beautiful,5
Runs large,4
Prettier in person!,5
Top,5
Love these jeans!,5
Love the dres,3
Not like picture,4
Coolest shirt ever,5
"Fun color, interesting fit",3
Cute drop waist cotton dress,5
Big difference between sizes,3
Odd style,1
Perfect for summer,5
Overpriced,3
Very flattering,5
Not worth it,3
Perfect dress for wedding!,5
Perfect poncho!,5
Cute cute cute,4
Sad top.,2
Great summer dress,5
Nice,4
Tried on few dresses to find right size!,4
Seems that size is variable,3
Great casual summer dress (with pockets!),4
Pretty boho like,4
Disappointed,2
Smock dress,5
Too bright for me,3
"""go to"" please offer a maxi for mature customers.",5
"Light weight, pockets, great for summer",5
Jackie oh my gosh this is cute!,5
I wanted to love this dress ...,2
Misleading,1
Cute dress size down,3
Love,5
"Pretty dress, runs large",3
Fit is unflattering,2
"Alas, the pockets!",3
Wanted to love this but couldn't,2
Pretty print but didn't work.,2
Great summer dress,5
Great dress!,5
New favorite lbd,4
Love!,5
Looks just as good in person!,5
Pretty but flawed,1
Great dress,4
Fall essential!,5
"Great, but...",4
Heavy fabric,2
Bright and beautiful,5
Sweet,5
Cool ohio,5
Simple closet staple,4
"Great every day, just needs a tuck...",4
This is a keeper,5
Cut is off,3
"Great summer, country dress",4
"Pretty, but not good enough for full price",5
"Fabulous, petites rejoice",5
Great top,5
Must have denim,5
Nice basic - for layering,5
Very versatile,5
Almost,2
Fantastic tank!,5
Gorgeous,5
Lovely drape in your regular size,4
Flattering denim,5
Love fox head print,4
Stiff and sturdy,4
"Great concept, but snags easily!",3
Beautiful halter to show off shoulders!,5
Great top to span the seasons,5
Versatile top,5
Stunning blouse,5
"Stunning light, airy top!",5
Back pleats are never a good idea,3
Really cute but didn't work,3
Worth a look,4
Lovely if you don't have curves!,4
"Loved this blouse, just not on me",3
Very cute!,5
Love!,5
Unique and perfect,5
"Love, love, love",5
Disappointed,1
Recommend but with a caveat...,4
This top is way to long.,2
Pretty top,5
This one is a winner!,5
Can't wait for summer!!,5
Boxy but pretty,4
Runs a bit large,5
Love!,5
Gorgeous top! perfect for summer!,5
"Beautiful, flattering, comfortable",5
Front black mesh at top pokes out at sides,3
My favorite jeans,5
Beautiful blouse; not good for full figures,3
Summer chambray!,5
High waist and seemed to run small on me,4
Odd fit,3
"Pretty, didn't work for me",4
Perfect fit,4
Simple but beautiful,5
Foxy print,4
Gorgeous and unique!,5
Order this before it sells out again!,5
"Great quality, high neck",4
Perfect,5
Perfect fit!,5
Excellent dress,5
A really cute top,4
Glad to find a swimsuit with full coverage,5
Super soft,5
"Seriously, the perfect summer top!",5
Love this!,5
"Cute top, comfy,  great going in to fall.",5
Unique front and back,5
Wow! so unique,5
Sooo soft!!,5
Underwhelmed,1
Soooooo soft!,5
Beautiful design,5
Love style,5
Very pretty,5
Love these!,5
Soft but,4
The coolest pants,5
So soft and figure-flattering,5
Wonderful wrap cardigan,5
Bohemian chic,3
Lovely dress,5
More blue than grey and way too big,2
Love but fabric easily pulled,4
Grey not color as pictured on website,2
Easy and stylish,5
Horribly scratchy,1
Scratchy,3
"Silky drape, super pretty design",4
"Nice dress, but cheaply made",3
Gorgeous print,5
Simply lovely and so cozy!,5
This dress is everything,5
Not what i expected at all,2
Absolutely perfect,2
So pretty but...,3
Fairisle sweater color,3
Gorgeous fair isle beauty,5
Would have loved in summer,4
"Bright, classic, and all around lovely",5
Super comfy,5
Cozy fairisle with visual interest,4
Great vest,5
Shapeless,2
Complete mess,1
Sad :(,2
Love this sweater,5
Cheap material -- poorly made,1
Beautiful sweater,4
Ready for a cruise!,4
"Boxy, navy color looks darker than pictured",3
"Beautiful, but...",3
Humongous,2
Fabulous dress!,5
This dress is very versitile,5
Beautifully made casual dress,5
Great dress,5
"Fun and gorgeous suit, but not for me",4
Beautiful top!,5
A dress for everyone,5
Fun everyday dress,4
Surprised,5
Worth it!,5
Easy to wear!,5
Pretty - but tight arms!,3
"Pretty, but very big",4
Love this swimsuit!,5
Luv this dress!,5
Beautiful!,5
So sorry i had to return,1
Great for transitioning into fall,3
Flowing comfort,5
Love the sleeves!,5
Super unflattering,2
Great for bigger busts,5
White tent,2
Flattering and stylish,5
Soft and cozy,4
Great coverage,5
Great go to dress!,5
Bohemian bliss,5
Quite flattering!,5
Beautiful!,5
Very pretty on,4
Perfect summer dress,5
Cute and easy,5
Beautiful top!,5
Fall in love/spring into style,5
Sava silk halter dress,5
So many compliments,5
Great fitting jeans,5
Super modern and chic,5
This product has great features,5
Great dress!,5
Disappointed!,3
Very cute dress,5
"White tee with a ""detail""on back",5
Stop reading this and just buy them!,5
Summer time lovin',5
A must buy!,5
Great top,5
Great going-out top!,5
Pricey for shorts but like,4
Love these! exactly what i was looking for,5
"Lovely material, a miss otherwise",2
Beautiful piece.,5
I love stevie everything,5
Short shorts!,4
Great style!,3
Pilling after one day,2
Love,5
Black leggings,5
This is happiness (for my postpartum body!),5
"Beautiful, stylish, goes with everything",5
"Pretty, but not at this price",3
Pretty jumpsuit.,3
Classic and comfortable,5
Perfect sweater skirt,5
Dreamy,5
Perfect!,5
"Beautiful skirt, does run small",5
"Gorgeous look, weird lining. i'm on the fence.",3
Adorable pom details,4
"Huge jacket, wash color is not as pictured",1
Great strappy back,5
Love the style,5
Pretty in front,3
This is another ubiquitous swing top,3
Love this pattern,3
Great vest!,5
The best basic tee,5
"Beautiful print, bad design",2
Bummer!,4
Wide bodied tee,3
Pretty blouse,4
Pretty details,5
The perfect spring/summer staple,5
Such a fun skirt!,5
Love,5
"Very nice, but also very flowey",4
"Really wanted to like it, but...",3
"Runs huge,could work for someone taller?",2
Nice top,4
So disappointed,2
Shirt looked emerald green in the store!,5
Nubby footless tights,5
Love these skinny jeans!,5
I love denim,5
Snag rag!,1
The horror,1
Comfortable,5
Purple motif,5
Too short,2
Shape odd,3
Swanky fun!,5
"Pretty, but try on before you buy!",4
"Good green, runs big",4
Looks better on the model,3
Really nice sweater skirt,4
Undecided on this one,4
Huge and shortedr than appears in picture,2
Hot pink,4
Perfect shirt for leggings!,5
"Love it, not my color",4
Perfect leggings top,5
Not for the well endowed,5
Great basic tee,5
Perfect,5
So cute!,5
Really cute top!,4
Pretty design. awful neckline,3
Well.....,5
Lovely sweater,5
"Not quite an every day staple, but nice top",4
Love,5
Cropped,2
Odd color...,4
"Cute, very long in person",4
Paige jimmy skinny jeans,4
Great shape,4
Oversized,3
Gorgeous but pricey,4
Sparkle with delight,5
Snaggariffic,2
Beautiful but maternity feel and look,3
"Nice tee, but i was not aware how cropped it is",5
Love the art deco detail on this versatile top!,5
Runs large.,5
"Cute, runs large, less yellow!!!",3
Perfect top,5
New workhorse,5
Looks like a dream,5
Wide wide wide,2
Gorgeous top!,5
Love the style - hate the dye left on my skin,2
Bof (blah),3
So pleased!,5
Feminine & clean,5
Lovely. size up...maybe twice.,4
Returning,2
Fun way to floral up the closet!,4
Weird arms!,3
Arm candy!,5
Just beautiful!,5
Too baggy in the top,4
Long arms,3
Horrible fabric!,1
Beautiful dress!,5
Love/hate,2
Feel these socks!,5
I love this sweater,5
Beautiful,5
Disappointing!,3
"Baggy yes, but meant to be",4
Muted colors but comfortable and slip-on,4
Adorable but wide,4
Love this shirt!,5
Love this sweater,5
So many compliments!,5
Not your grandmas cardigan,5
Perfect light weight sweater,5
Love!,5
Dress up or down,5
Stylish and very warm,5
"Gorgeous!! please bring this back, pretty please",5
I love the fit and length of this sweater!,5
Tts apart from snug arms,4
If you have red hair you have to get this in kelly,5
Low quality denim!,1
Soft but requires ironing,4
Unflattering,2
Nice blouse,4
Frustrating dress,3
Comfy,5
Better with a belt!,4
Good just not great.,4
Terrible fit,2
"Sadly, it did not fit me right",2
Busty? wear with a belt,5
Sizing out of proportion,3
Depends on your figure,3
Gorgeous but tight on muscular arms.,4
Cute but itchy,2
Perfect for bump :),4
Love this top!,5
Cute blouse,4
Disappointed,1
Perfect as maternity,4
Unbelievably soft,5
Careful curvy girls!!!!,4
Great pants but huge,4
"Cute patterns, potato-sack fit",3
Disappointed,1
Close to perfect,5
Disappointing for the price,1
Cute blouse that runs small,4
A little off,3
"Super soft, great fit",5
Size up and you'll love it,4
Didn't look on me the way it looks on the model,3
No fupa for me,5
A sad disappointment,2
Pretty blouse that runs small,3
Not for me,2
Wanted to love it,3
Meh,3
Very pretty!,5
Cute but tight in hips,4
"Pattern is excellent, fit is not",4
Going back...,2
Beautiful,5
Eek!,1
Just a blah top,2
"Beautiful, but runs small in the chest, i guess?",4
Love,5
Comfortable and classic,5
Perfect summer to fall transition piece!,5
Weird,3
Yes yes yes,5
Perfect!,5
Nice for summer,5
Just ok.,3
Raglan sleeve style did not work with larger bust,1
Love!,5
Cute and classy,5
"Sweater-like, loose-fitting tank.",4
Ribbing at neck and sleeve ruins the look for me,3
I love this jumpsuit,5
Reminds me of the 1970's,5
Never too old,5
Love these pants!,5
Love how it looks but doesn't hold up,2
Fun arm detail,4
Perfect summer dress!,5
A pop of color and style,4
Substantial!,5
Poor quality fabric,2
Abroad dress,3
"Nice, simple summer dress",4
"Great dress, very happy, recommended!",5
Can't wait for warm weather to wear this,4
Great fit - and a win for petites,5
Classy cowlneck,5
It is a crop top,4
Too billowy,2
Beige and black,4
This top runs both small and true to size,3
Comfy but see through,3
Way too big on the bottom,1
Great features but too boxy,4
Great under dresses,5
One of the cutest tops i have for this summer!,5
So much fabric...,3
Online photos don't do this dress justice!,5
I really wanted to love this top!,2
Cute but not for me,3
Terrible fabric,1
In love!!!,5
Best pair of jeans i have purchased in years.,5
Love but a little too much flow,3
Amazing!,5
Great top!,5
Fun top!,5
Picture doesn't do it justice!,4
Gorgeous dress!,5
"Well made, long and flowing",5
Beautiful dress,5
Sizing is off,2
Way too long!,2
Beautiful tights,5
Love this top,4
Tights,5
Well made and pretty!,5
Lovely plaid halter,5
Short top,4
Elegant and feminine,5
Disappointed,1
Too flowy and too washed out,2
Just what i was looking for!,5
Great jeans for tall ladies,5
So pretty!,5
Mavis patchwork buttondown,4
Good fit and great style,4
Sweet briar tank,5
Love!,5
Almost,3
"Cute tank, great details",4
Recommend with one comment,4
Large on bottom,4
"Cute, slightly uncomfortable",4
Super cool!,5
Great spring staple,4
Unexpectedly wonderful,5
Fun,5
Runs large,3
Awesome casual dress,5
So cute,5
Cute !,5
Versatile,4
Love the fit...the color runs! run washer 2nd time,3
Comfy cute!,5
Too cute!,5
Flattering & versatile,5
So cute,5
So comfortable,5
Pretty dress but cheap fabric,3
Love!! want more colors!,5
Gorgeous!,5
Sheer lab coat,3
Revealing,3
Love it!,5
So soft !,4
Great summer dress or shirt,5
My birthday dress!,5
Love these pants but they run large!,4
Unique,4
"Such a fun,casual and comfy item",5
Perfect for the beach or pool,5
Adorable,4
Fabric is very thin,2
Easy to wear,5
Super cute pants!,5
"Cute, flattering top",4
Disappointing fabric,1
Loved but... horrible quality,2
Even cute belted!,5
Perfect for traveling,5
Cute design,4
Cute,4
Light and breezie soft to touch,5
Disappointed,3
Comfy,5
Cute dress...akward fit,3
Maybe....,3
All wrong,1
So cute!,4
Love the dress but it doesn't love me!,4
Ribbed lace hem pullover,3
Great in theory,3
So cute!,5
Very thin,3
Did not love the fabric...,3
Comfy cute.,5
Go to going out tank,5
Beautiful,5
Gorgeous,5
Paper thin,3
I was really disappointed,2
Love the ruffle detail,5
Beautiful vest!,5
Gorgeous details!,5
"The best ""instant upgrade"" vest",5
Bravo!,5
Unique top,5
"Classic, modern, aesthetically-pleasing piece",5
Perfect jumpsuit,5
Beautiful dress,4
Beautiful color and style,5
Beautiful! careful with the sizing though,5
Runs very small,3
Elegant modern,4
Lovely,5
Just enough bling!,5
Absolutely gorgeous top,5
Retailer from the days of yore and yesteryear,5
Gorgeous detail,5
A perfect 10 !,5
Tunic,3
Georgeous sweater,5
Love it!,5
Simple little wow piece,5
Interesting,4
Needs pockets! runs large,4
Great design but execution is meh.....,3
Buy this dress,5
Wearing this to my reunion!,5
Beautiful dress!,5
Gorgeous top despite some flaws,5
Perfect pant,5
Beautiful design,5
Beautiful top,5
Haven't worn yet but ...,4
A true beauty,5
In love!,5
Amazing and surprisingly tts,5
Super cute and comfy,5
Impressive dress,5
Gorgeous detail,5
Exquisite top!,5
Love this!,5
Instant style,4
Light for the south,5
"Unique cut and print, whisper soft",5
Retailer amazing,5
Think accessory,4
"Strange sizing, but fabulous color",3
Quality issues,3
Definitely a star!,5
Cute fall casual top,4
Veille peasant top,1
Beautiful!,5
Like a tent,3
Not for me,3
Boxy,3
Slipped on the slip,4
Motif over-the-knee socks,5
Interesting,4
Jumpsuit fever,4
Staple!,5
Adorable,5
Lovely sweater,5
Odd fit,3
Disappointed with the fit,3
Lovely skirt,5
Versatile; size down,5
Great jumpsuit,5
Great bikini top if you cna find the right fit,5
Great for smaller women,4
"Beautiful top, but very thin",4
Flattering and attractive!!!!,5
Delicate and adorable,5
Unique and pretty,5
"Notfor ""squat"" thighs",3
Pretty,4
So cute but not for petite customers,5
Poor patterning yet super fit,3
A cutie,5
Lovely piece,5
Confusing design,3
Beautiful sweater!,5
Beautiful design and feel but...,4
Unique and comfortable!,5
"Easy to wear, casual-elegant",4
Super cute!,5
Gorgeous and approachable,5
Phenomenal find!,5
Beautiful piece!,5
Timeless,5
Overpriced but couldn't pass up,5
Fantastic fabric,5
Comfortable and classy,4
Beautiful blouse- does run large,5
Sizing issues,3
Not flattering unless you are tall and willowy,3
Snap this up! you won't be sorry.,5
"Nice, classy, comfortable dress",4
Obsessed,5
This sweater was better than i expected.,4
Sweet and airy,5
Must have!,5
Beautiful summer dress!,4
Gorgeous print,4
Can't wait to wear it!,5
Comfortable and fits all body types,5
Too wide,3
"Pretty, soft and comfortable",5
Not for those with hips,3
Perfect,5
Perfect summer robe,5
So pretty!,5
So pretty,5
Summery 20s dress,4
Perfect jacket for cool summer nights,5
Sexy and classic,5
Huge blouse,2
Lovely!,5
Simple and comfortable,4
Cozy lounger,5
Terrace robe,5
Boxy,2
Beautiful but not for my body,3
An easy and polished dress!,5
Beautiful blouse!,5
"Soft, pretty, tts, but sack-like",3
Adorable!,5
Ehh not a fan :/,2
Darling swing dress,5
A bit more fabric than expected,3
Love love love....but,4
Too small!,2
In love,5
A navy trench-yes!,5
These jeans are amazing!,5
Cute but . . .,3
Faulty zipper problem,2
So excited but then this,4
Please stop going down in fabric quality,2
Comfy and cute,5
Gorgeous skirt,5
So pretty,5
"Beautiful, but....",1
"Beautiful coat, but runs small",4
The skirt has a pretty stained glass look,5
Too much of a goodthing,3
"Like, almost love",4
Disappointed,2
Timeless & classy trench,5
Lovely light jacket,5
Fun skirt,4
"Lovely, substantial skirt",5
Gorgeous but fitted,5
I'm sure it looks great on the right body type,3
Avant garde-ish dress,3
Feminine professional look,5
Very kate middleton,4
Literally unwearable.,1
Quality changed,2
Weird fit,3
"Beautiful, dramatic trench, but impractical upkeep",3
"Unusual, stylish, comfy",5
Cute dress!,5
A classic piece!,4
Too much fabric for a petite,3
Great top for a great price!,5
Cheaply made,1
Very nicely made,4
Perfect!,5
Worth it for me,4
Gorgeous and timeless trench!,5
Multi-functional piece,5
Lots of pros; one small frustration,4
"My ""go-to"" sweater",5
Not for busty gals,3
Beautiful but odd sizing,2
Wonderful coat,4
"Cute, but too boxy",3
Shorts aren't what they were,2
Fabulous feminine trench!,5
Just as expected.,5
Classically contemporary,5
Horrible quality,2
Jolly arms =/= jolly jacket,3
Beautiful!,5
Worth the price,5
Disappointed,3
S petite is oversized,5
Fun sweater,5
Love these jeans!,5
"Cute, swingy skirted trench coat",4
Perfect trench,5
Runs small!,3
Love these,5
Classic and elegant,4
Beautiful skirt!,5
Terrible zipper!,1
Non-stuffy trench,5
Flirty trench!,5
Cute but not worth the cost,3
Simple and classic,4
Cute & simple,4
Discrepency between regular and petite,4
"Beautiful design, poor execution",1
"This coat is good quality, runs small",3
Hand wash?,2
Classic and elegant,5
Cute! but not a coat,4
Wanted to love it but...,3
Huge,2
Love love love this skirt!,5
Cannot wait for spring!,5
Must be tall & lean,2
Navy femininity,5
Poofy not good for heavy legs,2
True to size,5
Shimmering green classic cocktail dress,5
I am a big fan of bailey 44 brand,5
Disappointed--will return,3
Will be your favorite tee,5
Summer perfection!,4
Neck,1
On the fence,3
Sweet summer patterns,5
Looooove!!,5
I liked it but didn't keep,4
Flattering,5
Surprised by other comments about size/bust,5
Small in bust,4
Gorgeous dress,5
This is a gorgeous dress. the blue is beautiful,5
Vibrant colors,4
Beautiful dress!,5
Makes me feel feminine,5
Great skirt,5
Flattering but not for work,3
What's with the length?,3
Fun summer skirt,5
Elegant & unique fabric,5
"Beautiful dress, cheap components",3
Beautiful skirt,5
Delicate and beautiful,5
Fun skirt with a little twist,5
Runs small,4
"Pretty, delicate top",4
Beautiful lace dress - size up,5
Awesome fit and texture,5
Very elegant!,5
Nice to look at,1
"Great concept, poor execution",3
Beautiful,4
Love it!,5
Stunning,5
Great idea poorly executed,2
Great cover up,4
Tracy reese $$$ - if want to splurge,3
"So soft, thin knit",5
Simply timeless and feminine,5
High hopes are dashed!,1
Nice summer dress,5
Oh so soft!,5
Everyone needs this top!,5
Amazing everything !!!,5
Great look all in one,5
Love!,5
So much prettier than pictured!,5
Flirty and fun,4
Didn't try petite,5
Long sleeves,4
"Attractive and good quality, but runs large",3
Surprisingly sweet,5
So pretty in person!,5
Great style!,5
Fun retro fabric,4
"Great dress, but better if you are not busty",4
A girl and a pretty skirt...,5
Elegant!,5
Love it!,5
Pretty and comfortable,4
Beautiful classic,5
Just buy it,5
Great for junk in the trunk,5
Beyond basic,5
This dress make me laugh,5
Love this shirt,5
Quirky & stylish silk shirt,5
Feminine & fun,5
Fall must have,5
Adorable,4
Cute go to for fall,5
Baggy and shapeless,3
So cozy,5
Disappointing blouse,1
Comfy and pretty,5
"Huge, long and baggy",2
Yes yes a million times yes!,5
Simple and pretty,5
What a mess!,1
Comfortably free in beautiful hues.,5
Runs small,4
Great swing top,5
This is huge!,2
Not flattering,1
Vegan leather,5
"Cute shirt, runs small",4
Will get you noticed!,5
Cool weather comfort,5
"Look like ""mom jeans""",3
Fits like a bag :(,4
Boxy,3
Cute and comfy casual dress.,4
"Nice style, but had some issues...",4
Love this dress!,5
Great dress for the right body type.,4
Comfortable,5
Cute and modern,4
I don't understand this dress,1
Comfortable and classy,5
Simple beauty,5
Comfy and versatile,5
Awesome pants!,5
Had high hopes,1
Freestyle crop tank,4
"Love, love, love!!!!!",5
Must get,5
Great dress to dress up or down - runs big,4
Ehhhh....,3
Great dress!,5
Short torso and static cling problem,3
Love this dress!,5
I like,4
My kind of dress,4
Gorgeous!,5
Love this skirt!,5
Cute and comfy!,5
"Lovely material, bit boxy",5
"Love the look, not the fit!",3
The it dress,5
Great dress!,5
The perfect white shirt,5
Easy to wear,5
Cute but no,2
Like the idea,3
Versatile and comfortable dress,5
Comfortable and sexy,5
Perfect fall dress!,5
Love this dress!!!,5
Super cute,5
So super small,2
Wonky,1
Nice quality,4
Absolutely adorable,5
Super cute. a wee bit small.,4
Great,5
Versatile spring dress,5
So in love,4
Cute and comfy,5
This tee is flattering and comfortable.,5
Beautiful & classic,5
Great t shirt!,5
Easy style,5
Great dress!,5
Did not fit,3
"Shinier than expected, hi-lo hem",3
Not for the short-waisted,3
"The perfect, effortless dress!",5
Perfect fitting white top,5
Need to style this one,4
Perfect,5
Perfect!,5
Gorgeous but...,4
Cute but not practical,4
Lovely autumn/winter dress,5
A little sparkle goes a long way,5
Center pleat off center,1
Versatile dress,5
L space estella bottom,4
Fabulous dress,5
"Great, versatile cardigan",5
"Had potential, better suited for someone taller",2
Has potential,3
Comfy and stylish,4
Great after washing,5
Great quality,4
"Too boxy, pretty material",2
Great staple tank!,5
Haute rock ~ rocking sexy!,5
A classic with a twist,5
Better in person,4
Not a good look,3
Very cute top,3
Regular size too voluminous...,3
Cheap,1
Good white tank,4
Beautiful fabric great for spring,4
Warm and cozy,5
Had high hopes but...,1
Cute hemline,4
Exactly as shown,4
Feminine appeal,5
Love it!,5
Itchy scratchy,3
Wanted to love..,2
Cute- runs a little snug on me,5
Okay leggings,4
Perfect summer tank,4
Perfectly long,5
Comfy and pretty!,5
Perfect all occasion top,4
Had me at first glance,3
Pretty and kind of unique,5
Maeve delivers again!,5
"Orange color was pretty, poor quality fabric",1
Best fall tee!,5
Straps are too long,4
Not exactly what i hoped for,3
Love this top!,5
Cute details and good cut,4
Super cute!,4
Flattering shirt,5
Great top!,5
Cute!,5
Love the jade green,5
Super slimming,5
Can easily size down,4
Fabulous pilazzo pants!,5
Black muted camisole,5
Spruced up t shirt!,4
Cute and flowy,4
Cute top,5
Amazing,5
"Gorgeous fabric, but fit is loose",4
Well made detailed,4
Extremely long!,3
Sizing off,4
Cute easy tshirt,5
Lovely top,5
Beautiful and feminine,4
Relaxed fit,4
Perfect everyday dress,5
Great peplum,5
Beautiful dress,5
Cute top,4
Had higher hopes,4
Beautiful summer shift,4
"Beautiful colors, fun back",4
"Comfy, big armholes , ok",4
Loving it!,5
Beautiful summer dress,4
Love these pants!,5
So cute!,5
"Beautiful drape, not too short, runs large",5
Love these pants,4
Pretty but big.,3
Very cute top but runs large,4
Nice fit but runs small,5
Too cute!,5
"Great fabric, but runs small",2
Nice summer piece,5
Perfect summer into fall dress,5
Beware,3
Great dress!,5
Beautiful detail,5
Beautiful color but strange texture,2
Don't waste your money,2
"Breezy silk, rayon lining = breathable",5
"Beautiful color, great quality",5
Definitely cuter on,5
Great summer dress,5
Beautiful color,5
Great dress!,5
Pretty color and design. odd fit.,4
Cute but large,4
Detailed + cute,5
Wish i liked it,2
Big arm holes,3
Matter of opinion,3
Feels amazing,5
"Cute print, but lacking in shape",4
Low maintenance,4
"Beautiful option with ""stand out"" detail!",5
Angel of the north 100% wool beauty!,5
Really soft fabric,3
Perfect spring top,5
Circa 1970 peasant style skirt,4
Cute and versatile top,4
Better than the photos,5
Cute,5
"Ran small, pretty top & good quality",4
Dry clean only!,3
Beautiful shirt,5
Love it!,5
Looks like shapeless lingerie,1
Nice and versatile,4
Beautiful fun dress,5
"A little boxy, a little tight but great embroidery",4
Do i dare??,4
Great 3 season top,5
"Well made, but doesn't always like to stay put",4
Love this dress,5
Surprised how much i likee this!,5
Nice casual top,5
Darling,5
Soft flannel top,5
Summer plaid,5
So bulky,1
"Classic, retro culotte style",4
Fall fun,5
"Good concept, poor execution",3
Gorgeous tee!,5
Super short shorts...,2
Easy to dress up or dress down,5
Cute layering option for fall,4
Unique sweater like summer top!,4
Great tee,5
Odd fit,2
Yes yes yes,5
Beautiful pattern,4
Cute and comfy,5
Love love love,5
Stunning design; beautiful winter dress,5
Summer ready,5
Beautiful!,5
Why so darn long?,4
Fabric stretches throughout the day,3
So disappointed!,1
A disappointment,2
This dress is why i love retailer,5
That dress,4
Quality,5
Best dress ever!,5
Less delicate in person,3
Weird unflattering shape,3
"Cute, casual knit dress.",4
"Beautiful dress, odd fit",3
Comfy and casual,3
"Overall great dress, runs small",4
Yes to the dress,4
Almost good,3
Love it,5
Nice flow,5
Missing two large buttons,3
Had potential but it doesn't deliver,3
Unique,4
There's something wrong with the arm hole,2
Snug in arms and chest,5
Lanka sweater dress tunic,3
My favorite pants,5
Perfect in every way!,5
Gorgeous dress with european flaiir,5
Not what i expected,1
"Lovely, but needs better sizing",4
Sweet dress naughty buttons,5
"Beautiful dress, just wish it worked on me",4
Disappointed in the fit,4
Very pretty but very small,4
Perfect petite size,5
Comfortable brilliantly colored tank,4
Great transition piece from summer to fall,5
Gathered on only one side of waist,3
Beautiful maxi,5
Meh,1
Super chic skirt..perfect for fall!,4
Perfect fit and color,4
Easy odering,5
Cool cords!,4
"So cute, but so small!",3
Great shorts,5
Ironing - ugh!,3
Too bulky,3
Runs very small,3
Nice addition to everyday wardrobe...,4
Petite leg is tight,4
Striped tanl,5
Short but adorable!,4
Lovely,5
Comfy and cute,5
Perfect transitional piece,5
Lovely transition piece,4
"Super cute, stylish, versatile shorts!",5
Poly-tank,4
Cute but runs small!,4
Super cute,4
Nice summer shorts,4
Size down,4
Perfect sweater,5
"Adorable shirt, questionable quality",3
Cute print but cut misses the mark,2
Great tee!,5
Love!,5
Put-together and comfortable,5
Great idea but the fabric doesn't work,2
Absolutely love,5
Love these but run small,4
"Comfortable, soft and stretchy",4
Why?,3
I really wanted to like this,3
Stunning white lace dress,5
Pretty and easy,5
Very strange fit,1
Simple summer staple,5
Cute but disappointing,2
Please make more pants like these!,5
Best t-shirt,5
Beautiful blouse,5
Arms way too small..,1
Beautiful suit,5
Wearing an art piece!,5
Nice style,3
Horrible front closure,3
Breathtaking,5
Love it!,5
Could have been perfect...,2
So pretty,5
Worth every dime,5
Ok,3
Nice and flattering,5
Really red,5
"Cozy, casual, can dress up, worsk on petite",5
"Xl fits small, light blue is pretty",2
Adorable skirt for spring,5
Cute shirt,5
Great top but...,4
"Really, cute, but....",4
Pretty wrap top,4
Seriously wonderful dress!,5
Soft and sexy,5
Wanted to love it,2
"Not red, not orange...",5
Beautiful,5
Wider cut,5
Adorable but poor fit,3
Terrifically chic,5
Lovely skirt,4
Not what i expected,1
Vintage,5
So classy!,4
Stunning emerald color - great holiday party skirt,5
Pretty in persimmon,5
"Great swimsuit, but only if you have a small bust.",4
Love this!,5
"Runs large, pic doesn't accurately reflect color",3
Petite sizing?,4
Great t-shirt!,5
Wish it was for me,3
"Lovely, but...",4
Lovely lightweight button-up,5
Didn't quite work,3
Too long,3
Strange draping,2
Lovely material and style,4
Undecided,3
Stunning,5
Ugh,1
Daybreak maxi skirt,5
Beautiful detail,4
Satisfactory,3
Another great retailer top!,5
Very cool shirt,5
Classy bathing suit,4
Worth full price,5
Item is not as shown.,1
Leifsdottir never disappoints!,5
Great skirt!,5
Fun jeans!!,4
Cool and fun!,5
Pretty & comfortable,4
"Vibrant & comfortable, what else could i ask for?",5
Stunning dress,5
Too much bling for me,4
This skirt is so beautiful,5
"Pretty, but heavy and thick",3
Soft unique graphic tee,5
"Great, but...",3
Go to summer tank,5
Fits very small,3
"Great fit, perfect for summer",5
A tad thin and see through,4
Softest shorts on the planet,5
Love this romper,5
Easy to wear,4
So very odd,1
Too short and too wide,2
Short and wide,2
Perfect easy breezy dress,5
Beautiful top - runs large,4
Strangly clingy,3
Easy to wear and go,5
Fun romper,5
Versatile!,4
Loved the colors,5
Great jeans...with tailoring,4
Skylar buttondown,3
It's okay,3
Unique and different skirt -- work of art!,5
Well quality,4
Perfect for california winters,5
Too much piling,2
Confidence-booster!,5
Runs small through bodice,5
Perfect with jeans,5
It's a no,2
Great! but delicate,4
Nice and soft fabric,4
Really pretty - runs small,4
"Beautiful, poor quality",3
Looks cheap,1
Not for me,3
Unique beautiful pants,5
Lovely skirt!!!!!,4
Tight sleeves,3
Lovely flowing top with detail,5
"Beautiful, runs big",4
Truly a fine gown for the feminine!,5
A funny thing happens as women's figures fill out,3
Beautiful special occasion dress!,5
Great piece to own!,4
Great coat!,4
Cozy and stylish,4
Gorgeous skirt,4
Classy shell.,5
Stunning but not tts,3
Love this dress!,5
Love the floral pattern,5
Missed the mark!,2
Bhanuni is sloppy with its construction,2
Really cute and comfortable top,5
Love,5
"Adorable and comfortable, poor fabric quality",1
Gorgeous!,5
Gorgeous sweater... but not so flattering.,4
Gorgeous dress!,5
Heartbroken,3
Pretty dress - not for me,4
Perfect winter coat,5
Nice but a little snug in the stomach,4
Trusted my instincts,4
Should have read reviews,3
"Lovely concept, lack of attention to detail",1
Very feminine top,3
Love!,5
Beautiful summer too!,4
Very well made but waistline sits high,5
Breath of fresh air,5
Staple summer tank!,5
My favorite dress,5
Beautiful,5
Soft and bright,4
Order down a size!,4
Good summer datetop,5
Love it!,5
Cute dress for younger women,4
Too boxy for me,3
