,Review,Rating
2909,"It runs SMALL. I bought one size up, and it is seriously clingy. (I wear M/L, bought an XL).Planning on keeping it-I have several skirts it will look good with, but beware. If you are ""endowed"" on top? This sucker will be TIGHT.Much heavier than I thought, which is fine, since these days, I am cold all the time.",3.0
2910,"This is a beautiful sweater. the color is not bright red, rather a dark coral. nonetheless it is much better looking in person than in the web photo. i only have one complaint which may be reason enough for me to return an otherwise perfect sweater. i wore this for approximately three hours today and could not believe the pilling under the arms and side of chest area. some pilling is normal and expected on any sweater but if this continues at the rate it appears to be going, i will contact retailer",4.0
2911,These jeans are very comfortable with a higher waist than average jeans. the material is soft and seems to be quality. the are also stretchy which makes wearing them for long amounts of time very comfortable! i ordered a size 28 and they fit great! i normally wear a 6.,4.0
2912,Too small for me had to return them,1.0
2913,"This t is so pretty in person. the gold is metallic with embroidered detail. this is my first purchase of this brand, so my usual size medium fit just fine. i am excited to put this under one of my blazers for a casula friday. it is quite unusual and great quality.",5.0
2914,"I usually wear a medium but in this top probably could have pulled off a small however i was afraid the neck would be too tight.  was considering the small because the arm holes were a bit baggier than i would like.  no issue with my bra showing though.  i wasn't able to try on the small to test my theory since i purchased online.  overall i love the color (blue), the fabric is comfortable, definitely loose but i'm okay with that on a hot sunny day.",4.0
2915,I don't really like the material this dress is made of. It's kind of polyester sweater feeling. It's a heavier material. Definitely not sheer. It's a bit heavy and clingy for my taste.  I did love the pink though.,3.0
2916,"Gals, if you absolutely must have this top wait for it to go on sale (don't worry, it will). between the poor fit and the polyester, i have no good things to report about it. this is very much below retailer's usual quality and style.",1.0
2917,"I didn’t realize when I bought these for my husband, but there is a brown wash on the jeans that makes them look like old work pants. He has plenty of those, so these aren’t my favorite.",3.0
2918,"I initially bought this in the brown in a small but ended up exchanging it for an xs in ivory. as other reviewers have said, it's not the softest sweater you'll try on. if you want it to lightly hug your body like the way it is on the model, you may need to size down. while i love the style, it feels like the type of material that will get stretched out easily so i've been careful getting it on and off. i picked this up during retailer days and got it on sale. the quality is of the yarn is just of",4.0
2919,"The geometrical pattern of this sweater is slightly asymmetrical, with nice geometry to it. the colors are more muted and subtle as compared to the picture. i was very excited to see it through its transparent bag. unfortunately my delight faded after i pulled the sweater out. first, it weighs a ton. a thread for each color runs around he whole sweater, hence much more thread went into it than in a typical sweater. second, it runs large. i am usually an xl or 16-18, but this sweater has lost of",3.0
2920,Terrible it was absolutely a towel with sleeves,1.0
2921,"There's nothing about this shirt that commands the extra price except for the V detail at the neck. The description says 95% cotton 5% spandex, but my tag said 95% cotton 5% polyester. It felt hot when I put it on, more like a 50/50 cotton poly shirt would feel. The stretchy fabric hangs on in an unflattering way.Liked the brown heather color, but overall just an OK shirt. Might be priced better at 1/2 to 1/3 the $25 price tag. I ultimately returned it.",2.0
2922,"I normally wear a size 27, but i have a pair of shorts by same designer bought several years ago in a size 26 and so i went with a size 26 for this purchase. they fit perfectly. i would have liked to order the petite, but it did not appear to be an option. the fabric is very soft and stretchy. they are little loose around the ankle, but i have very skinny calves and ankles, so that is not so surprising. the color is a perfect grey that will go with everything. i would buy these in other colors.",5.0
2923,"I really love the look and style of these. i am not a fan of thong underwear; definitely prefer these bikini or ""hipster"" styles, but sometimes it's hard to find them in attractive design. this pair is definitely attractive and i like how they fit and look a lot. i've only worn them once and they held up well for the day -- i often find lace can rip on the first wear, so i was wary. they did okay, but i do worry that they seem delicate enough i could accidentally stuck a thumb through it and rip",4.0
2924,I wanted to love this tunic sweater. the material is so soft and a perfect weight. the color is pretty. bu the fit absolutely did not work for me. the tunic runs very small. a large usually fits me but i felt like i was wearing a small. the slits are quite high. i was sorry to do it but this one went straight back!,1.0
2925,Use these shirts for work cuz i sweat buckets and they hold up pretty well and come out the washing machine surprisingly clean also. Sweat dries up quickly which is the main reason for purchasing them.,3.0
2926,"I ordered these tees in the navy and pink thinking that it would be a slam dunk given i already bought 3 of the same tees last year. not so. this year's version is much bigger - almost 2 inches wider and about 2 inches longer. there was even a 2 inch difference between the pink and navy version so i have to assume that sizing may vary among different colors. too bad for me - but i did read a review that thought the tees were better this year. i guess we are all different. at 5'7"", 115lbs i prefe",3.0
2927,Cute skirt but i agree with the other reviewer. you can't get it on! i tried my skinny daughter tried no go!,1.0
2928,"I tried this sweater on in-store in grey. from front it appears like a nice, normal sweater, even a little boring. but the side and back are *wow* really fun! the colors and swing of the back material look great, especially with jeans. the front is short, making you wonder if it's supposed to be a crop top. also, the style of the sweater lets isn't very warm because the back is so loose and flowy. i couldn't decide whether to buy it or not. maybe i will wait for a sale.",4.0
2929,"I ordered this top online during the mother's day sale, thinking i had found the perfect white staple tank i wanted for summer. i had this top on for barely five seconds before i knew it was going straight back. the quality of the fabric and the overall design are both very good. but the problem is that the top comes with an under-layer up top. this is normally a good thing; extra coverage in a sumer top generally means you ca go braless. the problem is that the top layer of the shirt is so shee",1.0
2930,"Great feel to the fabric - not to thin but also not too thick! The length is great too! My only “issue” with the shirt is that it’s not oversized really at all. For me to get the oversized look of this top, I’d need at least a XXL or bigger.",4.0
2931,"The material is nice and has a lot of stretch. i ordered the small as i'm a 6 in most dresses. it fits comfortably  i could probably get away with xs but have a large chest so was afraid it wouldn't cover me. i'm 5'2"" so a petite might be a bit better but it was sold out. i'll have to wear tall wedges with this one.",4.0
2932,"I am 5'6"", 130 lbs with an athletic body type and i ordered a size small. these were really baggy in the thigh/quadricep area and made my thighs look bulky. the fabric quality is very nice and i like the idea of them for curvier body types. my son commented that they looked like pajama pants and i agreed.",2.0
2933,Nice color. Fabric was soft. The problem was the length. I purposely ordered a size up so I would get extra length. This was not the case. Barely reached my waist. Returned it. :(,3.0
2934,"I’m trying to figure out how can I wash these without them shrinking because the fabric is dry and itchy. It’s very nicely made, but you want fabric that’s not so stiff that it feels uncomfortable, right?",3.0
2935,"This is cut very strangely, i'm short waisted and this barely covered my belly button. the material is rough and scratchy. did not like at all and will be returning.",2.0
2936,This shirt ran small and was more sheer than i expected. had to send it back.,2.0
2937,Product arrived on time an it fits like a glove.,4.0
2938,Excellent product. Perfect fit,5.0
2939,"I love this skirt, the colors and the softness. i am little disappointed though that the skirt shrunk quite significantly in a cold water hand wash after the second time of wearing. i don't know if it is the material but i followed the instructions for washing. i am going to keep the skirt because i love it so much and hope that it might stretch a little out with wear and go back to its normal size. despite the shrinkage, i highly recommend.",4.0
2940,"This is the softest shirt, super comfy, very baggy but i'd say true to size for the style. it is a bit thin and i'm worried how it will hold up, or would have given the full 5 stars. i'm not a usual fan of the turtle neck but this is so soft, i love it!",4.0
2941,"Not excellent and perfect but solid, and fitted enough; tasteful and lots of compliments",5.0
2942,Always rolling down,3.0
2943,Had for a month leg seam coming out,1.0
2944,"Nice fitting, pretty and feminine. looks great with skinny jeans/leggings and boots. good in spring, fall and winter!",4.0
2945,"This was long on me (i'm 5'1"") but it could easily be cinched up using the drawstring waist. very soft material, this will be a super comfy dress in hot weather. didn't seem too see-through.",5.0
2946,They are a little big for size 8,4.0
2947,"This shirt is so pretty and casual however with a nice scarf, it can also be worn to a nicer restaurant. it also hides all my flaws. the only concern i have is, it's a bit thin material and not sure how long it will last. having said that, i love how the material looks and falls on my body. i love it so much i bought a white shirt as well as the lavender.",5.0
2948,"This looked so odd on me! i decided to give it to someone with a different body type and she found it really odd too. the sleeve are a bit too long to be short and they are tight at the bottom. the top is really large, as to be unflattering. perhaps it's just that it doesn't work on someone who is petite, but this one is a return.",2.0
2949,"I love these jeans!!! They are so comfortable and look great on me! These are the 1st pair of wranglers I have ever owned in my life! I am 5'4 ,140 lbs, so I ordered the size 7 and the length is 32 being I like longer pants. Buy these!!!!",5.0
2950,Ordered the yellow one in a xxl and it fits like a mediumSize up,1.0
2951,"While this dress was very cute and in many ways flattering, I shouldn't have ordered it. I knew better. I cannot hide my bra with it..... I don't do strapless bras. (I tried a racerback bra). Also, the slit is 3/4 of the way up my thigh. It is far higher than I am willing to wear. But it is a very nice looking dress",3.0
2952,"I was so excited to finally find a work appropriate contemporary pant that i wore them about 3 times in the first week. needless to say they needed to be washed, and i followed the care instructions by washing in cold water and laying flat to dry. after just a single wash in cold water, the pants faded to the point that they looked like they were three years old. so sad, luckily retailer took them back without a problem. be warned, these may need to be dry cleaned which is a lot of maintena",3.0
2953,Runs very big.  i ordered a l and need a m.  unfortunately no medium left!  great top with lots of character. hate i missed this cute top,3.0
2954,"These pants run short in length. I ordered a 28L and they looked really short on my son. I measured the actual inseam of the pants and they are only 27"" in long. I am going to return them and order a size longer.",4.0
2955,"Great item. ordered for my wife for christmas. received it and the medium petite waist size measured at approximately 26"" (so it is at least 2"" off the standard--and a thick material needs a bit more room to fit well). disappointed! replaced with next size up...we'll see!",3.0
2956,"Got this in purple and love it! ordered red and silver and only received red so far, but had to return because it was oddly shaped and didn't fit well like the purple. not sure what happens. maybe miss sized?",1.0
2957,NOBODY WANTS POLYESTER CASUAL SHIRTS,5.0
2958,"Received 19 November. Worn on 27 November 2020SHOCKED! I expect a global brand like Nautica to give value for money for a  $50 Pyjama set. Extremely poor finish. I have attached photos.1. The stitching was not aligned, I have a bump in my pyjama shirt front bottom on the outside as the stitching jammed and puckered the cloth outside for more than 4 inches.2. The whole shirt has loose threads hanging out where the cloth ends.3. The inside part has been cut by some grade 2 kid - I have enclosed photo of the hem line where the cloth is showing zig zg lines of uneven cut.4. last photo shows long threads inside the sleev - i felt like some slimy worms had crept inside my shoulder...And i must say the buttons used are small shirt buttons instead of the usual bigger buttons on Pyjama shirts. The drawstring in the pyjama bottom is synthetic which slips and opens the knot - my pajamas almost dropped in front of my 20 year old sister in law.Since I had the order shipped to me overseas it cost me additional $58.52 for shipping and import duties ie almost $99 for a Nautica sleepwear. I bought it for the Nautica brand and there is no chance I can return it as it will cost me a lot tfor return shipping and loss of import duties.Buy your PJs at a $10 discount store. Very very disappointed!",1.0
2959,"I also agree that this piece ran very small. my normal size did not zip up. i sized up a size, and it pulled across my thighs. i sized up two sizes, and it fit as i had hoped it would. if you get the right size, it is beautiful on. the colors are so fun, and i love the side slit. i bought it to wear to work with a blouse or blazer, and it is definitely a statement piece.",4.0
2960,"I am petite (5'). even the xsmall petite looked sloppy on me. i also disliked the nude fabric under the lace- it made it look cheap. i wanted this to be the perfect lbd, i  just couldn't make it work on my body.",1.0
2961,After reading the previous reviews i thought sizing down would be a great idea. as soon as i pulled it out of the bag i knew that the xs/s was still wayyy too big. for reference i am 5'3 and a 34ddd and usually wear an 8 but this thing was enormous. it was shapeless and boxy but done so horribly it looked like i was pregnant. it has an adjustable draw string at the bottom which helps to make you look like a balloon. such a disappointment. the design was lovely and it looked very high quality and,1.0
2962,"I'm a fan of yumi kim dresses and consistently wear size small. so, i ordered this in a small, and the top was a little loose, but it was way too short. there's no way i would feel comfortable wearing this in public. i'm 5'7"", and the hem was higher than mid-thigh on me. the waist is also billowy and has no defined shape.",2.0
2963,"This was sold out in an xs when i first saw the email. i ended up seeing in my local retailer store and tried on my usual xs. i am 5'3"" with a longer torso and about 108 pounds. my chest size is 32c and the xs was just too tight. it buttoned up beautifully and the length was as it is on the model, even though i am much shorter. however, when i tried to move my arms, the jacket constricted all movement. this is a huge disappointment and i imagine going to be an issue for many girls who order online",5.0
2964,Ordered these for my son and the quality is cheap. I do not recommend the zipper broke after the first wash.,1.0
2965,"I love this tee, and am a picky tee person. it runs big, the striped colors are even bigger but i washed in warm and dried them and they are great. super soft and sexy for a tee! i bought the xxs and i am 115 lbs and 5'2"". i like the longer length -- cute with leggings. not 5 stars due to stretched out arm holes.",4.0
2966,"Soooooo soft! Love the material (inside & outside). Shorts are perfect length no matter how you wear them. The shirt is definitely not too baggy either - its perfect. And for the girls out there with a bigger chest like myself, this works! Overall, great pj's. Amazon brands are amazing. Don't think I have ever really had anything bad to say about them.",5.0
2967,"This sweater is enormous. I expected it to be oversized, but I ordered a size small (5’6, 125lbs) and it fit like an XL. The sweater also had a very bad smell to it. Returning.",1.0
2968,"Thick, heavy material.",2.0
2969,"I really wanted to like this top, but couldn't seem to find the right fit. i tried it on in 3 different sizes and none of them were right - they were either too wide in the hips, or a little narrow in the shoulder. it is cute overall though - and a good way to do a short top, without feeling like you're in a ""crop top""",3.0
2970,"overall, it wasn’t a bad dress. However even though I was at an indoor event I was definitely sweating and would not recommend wearing this dress during the summer. Additionally the sides of the dress were super short to the point where you could almost see the edge of the shorts I wore underneath to prevent indecency. I probably wouldn’t buy it again because I felt self-conscious the whole night about the length and it was so hot. But I think maybe for a casual event in the fall it could be OK.",3.0
2971,"I ordered this dress in coral. while i like it and the dress is nice, i have many other outfits that i like better so this will be going back to the store. i might have kept it in black or blue.",3.0
2972,"I'm 5' 5"", 150 lbs, 32dd, normally a 28p or 29p in pants. i ordered an 8 and probably should have gone with a 10. it was super unflattering?the print was overwhelming for my pale skin, it made my thin waist look larger than it really was, and rode up the inside of my thighs. i have a similar bathing suit from modcloth that's 1/3 of the price and 20x as flattering. if you have thick legs, this may not be the suit for you. i returned it--so fast.",2.0
2973,"I took these shorts out of their packaging and was honestly not happy with the feel, the shorts felt almost like a slick plastic coating had been put on top. Even after washing them, they're not the great quality and feel really cheap. I like the blue coloring and the length of the shorts, they're also relatively comfortable with the inside softer fabric. I may have just gotten a bad pair, but it definitely affected my preference. I personally love a good pair of lounge shorts but I would personally pass on getting these again.",3.0
2974,"I love the color, fabric, softness, sleeve shape and design. however, order dow if you can't pull off extremely oversized. I am a 2-4P and I can make the sleeves work by pulling up but it is seriously blousy in the body. I suggest downsizing unless you like the look of adding on 10 extra pounds!",3.0
2975,"Wish they had more colors in these pants. the dark grey is very nice, but i'd definitely take another color if offered. very cute pants. a fantastic deal at the sale price. but size down! they run a full size too big.",5.0
2976,"I've never spent this much money on a sweater but took the plunge using the retailer day discount. still painful but hopeful it would be worth it. i ordered the xl hoping to compensate for the shorter length. and it fell just below my hip bones so that part was okay. while this looks like the cashmere is on the thinner side, so the garment flows nicely, it's not. the weight of the sweater is substantial, heavier and much thicker than it looks. the color is different too. it's tan and grey, not whi",2.0
2977,"I love the print on this. it's a super cute sweater, but i didn't think it worked so much for a 56 yr. old with a thickish middle. the med. was a bit snug but expect the large would've been too big (5'3"", 150 lbs). a great statement piece for anyone with the figure to carry it.",4.0
2978,"I ordered this top in small petite but wished i had exchanged it for an xsp because it's wide in the arm holes. but i love it nonetheless and wear it with a cami underneath. i love that while it's sleeveless, the straps are wide. this type of wide top is not for well endowed women up top. i don't have that problem so it looks really cute. i also love the length. a lot of tops tend to be really long and for a petite person, shorter tops look best.",4.0
2979,"Love these dresses! They Drape beautifully. I'm 5'4, 150 and I ordered medium and it's a perfect fit. Don't be deterred by the fabric description, it's really nice. I bought 2, might have to order more!",5.0
2980,It took so long for the item to come. So I decided to give it to someone due to the size not fitting.,2.0
2981,Disliked material,1.0
2982,"Not good for for an hourglass shape. lots and lots of pretty fabric, but the waist hits just where the hips widen--very bohemian (just no good for a figure 8). the sizing is generous. with both elastic and a zipper, there's room to go small if between sizes, be aware: the plunge at the front is wide and dramatic. i dropped the hangar in the dressing room and had to clutch fabric close to my reasonably-modest c-cup so as not to spill out. would perhaps work on a very narrow person who's completel",3.0
2983,My Dad is almost a medium and I bought an XL and it was to small,3.0
2984,"Nice, somewhat heavy fabric.  Runs small. Size up.",4.0
2985,Shirt fit great on the top. The only issue was it was way too short in the length. It was a pretty short just too short so I’m returning.,1.0
2986,"I have these shirts in the blue and green and they were great. i'm 5'4"" c chest and athletic build - the small shirts fit pretty good and i love the fabric so i kept them. i really wanted these dresses to work but the cut was different even between the gray and burgundy. there was tons of room in the chest, but it was tight in the shoulders. i really wanted to love this, but there's just too many cut issues. it is a good length for work though.",2.0
2987,Thank goodness i looked at everyone's reviews beforehand because i ordered a size up (4) and it fits perfectly. i am usually a size 2 but can definitely tell it wouldn't have fit correctly had i ordered a 2. the orange color works well for either a fall dress with leggins or a spring dress by itself. i love it!,4.0
2988,"I was so excited to receive this shirt and so disappointed when i tried it on. it's a lot fuller than it looks in this picture or maybe it's because i ordered a large? i'm 5'8"", 180lbs, 36d bra size and can fit into a large at retailer just fine but it made me look huge! not flattering at all and it was so full that it looked like a short dress!",3.0
2989,I tried these on in a 6 which is my usual size in bottoms that are not designer jeans and they fit ok. they were a little short waisted but i have a long torso. sizing up to an 8 helped but then they were fairly wide in the legs. they are meant to flare out a bit i believe but it was too much for me. i like them but i don't love.,4.0
2990,"I was so excited to order this dress. i loved that it had a normal neck, nice length, and there wasn't a hole in the back. but this dress is just plain awful. the top fit tight across the bust, it flattened me out like i was wearing a too tight sports bra. then the back zipper puckered and bumped up like there is too much zipper for the fabric. i could not get the zipper to lay flat. the fabric is itchy and very cheap feeling. on top of it all the colors are much brighter than they appear in the",1.0
2991,I was not sure how this would work on my short stature but it is truly cute. the color is a lovely cranberry red and the weight is light and versatile. this piece can be worn layered in fall and winter but also with crops or shorts and a tee in the spring and summer.,5.0
2992,"The tank looks nothing like the one pictured, mainly because it's tissue-paper thin. also, i ordered it in two sizes - xs and s as it can be hard to tell which one will fit. i started with the xs and quickly discovered that it ran large. the armholes hit halfway to my waist. obviously i didn't even bother opening the size s. both will be returned.",1.0
2993,These shorts are worth the money and I have bought a few. Unfortunately the waistband comes undone after a while.  For $12 I just buy a new pair. I guess you could sew them. Not my thing.  4 🌟,4.0
2994,"The first time i wore it, felt wonderful. had it cleaned and then the back end stated pilling. very disappointed with the price and quality. wish i could return for my money back. sad",2.0
2995,I up sized and they were still small. The material quality was not as stated!,1.0
2996,"The shirt was extremely comfortable but I found the pants to be a little heavy than I expected. Overall, it was what I wanted.",4.0
2997,Finally wore it today. Love it. Comfortable; looks by ice with leggings ; jeans or slacks.,5.0
2998,"I can't believe how small this thing runs. beyond small. it's almost insulting because the dress is just so gorgeous you really want it to work, but there's no way it's going to when the l is actually a s. so sad to return this beauty.",2.0
2999,I tried these as a replacement for Levi 550 jeans. These 569's just weren't my style. I liked the color and just tried them out.... they just aren't for me.,3.0
3000,Really wanted to love this jacket but omg it's so bad. It's like an orange red and the material is seriously cheap. The strings were pulling out. I love Amazon return policy but don't waste your time and money on this jacket. Very disappointed,1.0
3001,Soft and comfy.,5.0
3002,"I'm 5'5 and 130lbs and i was swimming in the small. the arms are very boxy, the sleeves too long, and and it just wasn't a flattering fit at all. the color and design on the front are both nice. the sweater is made in china and very, very itchy. i own wool sweaters and wear them with layers, but there was no way this was going to be comfortable. very disappointed, especially given the price, but perhaps that's why there are so many left at the end of the season and on sale. this one is going bac",2.0
3003,Love the softness but very long and a bit on the large size.  Could have gone down a size,4.0
3004,"I tried this dress on in the store today, and the armholes were so wide, it showed my bra under the arm almost to the bottom, and it showed part of the side cup of my bra at the front. while the dress seems like it will be really comfy, the arm cuts are so unnatural, i had to pass. i did try going down in size, and petite, and neither of those options worked to fix the situation.",3.0
3005,"Looks great on the model, but if you're curvy it looks very frumpy.",3.0
3006,"These are great classic blue jeans. Fit great, durable, look good. Not skinny jeans! I have ordered jeans on Amazon before and when they got to me… I found they were skinny jeans… which I hate, because, you know… I’m a man and not a boy. These are great!",5.0
3007,I really like this top. is casual and easy to wear with short right now and will be super cute with jeans when it gets cooler.,4.0
3008,"Fit tight and high up on neck, was also tight on arms",3.0
3009,"The color says red but it's more like a rust. i'm 5'3"" so it was long and would need to be tailored and the fabric is so thin i was afraid it would rip if it got caught on anything.

finally returned it without it making it out the door :(",2.0
3010,Seems cheaply made and not what I expected from Champion. Fits ok. Very thin material.,3.0
3011,"I had to return this sweatshirt, as it was shorter in body length than some I have had and washed for years.",3.0
3012,Fun blouse for spring with enough details to make it unique and dressy. very comfortable fit. banded bottom which is loose enough to still be comfortable. dresses up a pair of jeans quite nicely!,5.0
3013,Adorable skirt. thought the a-line and length were great. 5'4 and 135lbs. went up a size and it fit perfect. can dress it up or down. really happy with this wardrobe staple.  not too stiff denim of so moves well and feels comfortable.,5.0
3014,Comfortable and a great color for spring and summer,4.0
3015,"Love the nautical vibe, perfect for summer wear. the knit top with cap sleeves is easy to wear and not clingy for those with limps and bumps. the asymmetrical skirt has a flare which again makes this dress easy and comfortable to wear.  i'm usually a size 8, 36-29-40 and the medium fit my hourglass shape perfectly.",4.0
3016,Bought this for work. Normally I wear a 2X and it was suggested since most of my purchases seemed to be that size but it was a little bigger than expected so I’d size down if purchasing again,3.0
3017,"Size 6 109-blueA very odd fit, I am a size 4, but ordered a 6, the waist was perfect, the length perfect, I am 5'4"" 120 lbs, but they were VERY large in the crotch and too tight on my knees, so I am going to return them. On the sale page it shows ""Free Full Refunds"", I paid $39.99+tax for these and when I go to returns they are only giving back $30.99 only. Why?Amazon can you answer me, there is no way to contact customer service.",1.0
3018,"Great dress in terms of material, quality, print...something about the weight with the lining made it not work for me. i ordered one size down as recommended by other reviewers, but that didn't work; there was too much fabric for the length and the lining made it look heavier. i ordered a medium and i""m 5'5"" on the curvy side. oh well. i've had so much luck with other retailer orders so i'm not too disappointed.",4.0
3019,"I wanted this romper so bad, after buying (and loving) a shirt from madewell made with the same fabric earlier this year. i wish this romper was just a little bit longer and roomier. i normally wear a size 10 or 12 and bought the large. it fit me ok but i felt like i wanted it to be just a little bit more oversized around my hips and definitely wanted it to be longer in the legs. (retailer please stop with the capri lengths! it's tired!!) if you are narrow-hipped you will fare much better. the fab",2.0
3020,"We live it, everything about fabric is great, they just have to check the size, they send me the small as I requested but it’s too big, otherwise they should have an XS, because I really like it, and I’m just returning it, because the small fit like a BIG.On the app says I received my refund but i haven’t",4.0
3021,"I really like how this looks on the model, but in real life this top is much tighter. i was hoping for a good layering top and have been playing around with the trend of lace up tops. i bought it without trying on figuring a small would work, but it was much too tight and the lace top reminded me of vans shoes. i returned it, a girl much tinier than myself has it and it is very cute on her. so, best works on a model body type figure than someone with even slight hips.",3.0
3022,"I read all reviews and i decided to try as the price was great. first of all i am 5'6"" 145 lbs, athletic build (not skinny but have muscles). the sweater fits great, just like glove, it does not make me look fat. the quality is great,sweater is warm, cozy and well-made. i am not sure about color as it's brighter as it shown. it is not quite coral, it's a little bit darker which will make it difficult to match it with. the sleeves run small so if you are taller then me just keep it in mind. th sw",3.0
3023,I actually bought my pair from Costco but hated them so much that I decided to post a review here.  I threw the pair after the third wearing because their seams caused a friction burn where lines fitness shorts shouldn’t.  They caused the burn on the second use after jogging less than 2.5 miles.  I wore them a third time to confirm the cause.  Confirmed.  These shorts managed to irritate me where I have never been irritated before.I regret the $13 purchase.,1.0
3024,Large is what i use but on this one to big,2.0
3025,Overall the quality was okay for the price.,3.0
3026,This dress is super bulky and unflattering. the knit is loose and see-through. looks like it was knitted by a five-year old. if you need a dress that adds twenty pounds then this is for you. back to the store it goes,1.0
3027,To small,1.0
3028,"Fit like 550s always have but they are trash.  Material tore at bottom of zipper within a couple weeks, sewed/patched that and then just tore dkwn the entire right side pocket. Do not waste your money",1.0
3029,Gap at waist in back - other wise I really like these jeans!! Because of abdominal panel - I don’t think they can be altered.I tried 10 and 12 regular length and both pairs the waist was too big.,3.0
3030,"No more at all. For this vest, the measurement numbers in the description are very strict. There’s no stretch so don’t even try to stuff yourself down a size.",4.0
3031,"Gorgeous piece, although much longer than it appears to be in the photo. the price, however, is a bit steep. i'm not sure that i'm going to keep it because i just don't think it looks as expensive as it is.",4.0
3032,"As others have said, this is cropped, so will look funny with most pants that aren't high waisted. i'm going to try it with a few dresses before i return it. the lining is adorable, so i don't want to have to send it back.",2.0
3033,Love the feminine styling of a classic tunic tee! i'll wear it with black leggings this fall. super cute to wear casually or dress up a bit with some jewelry and/or a scarf.,5.0
3034,"I was so excited for this sweater because it was so soft, HOWEVER it is not worth the money as it pulls instantly. Within an hour of putting on this sweater I had three huge pulls. It catches on everything.  It even caught on my bra hook! The sweater was ruined by the end of the day. Please save your money, and order from another vendor.",1.0
3035,Returned. Just cheap thin material. I appreciate the cheap price but in this case you get what you pay for. Not what I was looking for.,2.0
3036,Fits loose good material. will buy in other colors.,4.0
3037,I thought this would be too small and it was too big.  I got a size small.,3.0
3038,Weird fit and itchy material. Ended up returning.,1.0
3039,"I got a medium as i usually wear that in everything. i am a 36d and this pulled a bit across my chest and back. it is a cute idea, but the fit is off for my body. i am 5'6 and hits me shorter than shown on the model, so hits at an odd length. i may try to order a large and see if it is better on me, because i am so hopeful for this to look cute on me! the teal blue color is beautiful, the pink is more a blush and washed me out, the grey is just grey. i bought three thinking this would be my go t",3.0
3040,Bought this for a volunteer position out of doors. Bits dressy but not too hot.  Fights nicely and looks professional.,5.0
3041,Pants run small,2.0
3042,This dress looked nice online so i ordered it. once it arrived i tried it on and it looked even better. the fit was flattering as well. very versatile piece in an interesting print. glad i caught this piece on sale!,5.0
3043,"Love this top- great for summer- unique in the print. feels great on, a little loose but great for a hot texas summer.",4.0
3044,"I ordered these jeans twice because i love them. the first pair were mis-marked by about 4 sizes so i re-ordered. second pair still didn't fit, they run really small, i would probably need one maybe two sizes larger than normal to achieve the fit and feel of the other skinny jeans in my closet:(",2.0
3045,Very thin...cheap quility !!!,1.0
3046,These PJ's wash and dry very well. I ordered the XL for my hubbie and maybe could have gotten a L but he is fine with it!!,5.0
3047,"Nice jacket, good quality, flattering design. i'm 5""4"", 115 lbs, bought a size s and fits well. love the hood. a little snug in the arms if you want to wear a long sleeve underneath. overall a good buy!",4.0
3048,I ordered two of these in different colors but both are mediums. One fits perfectly and looks nice. The other is too small.,3.0
3049,casual look and fit,5.0
3050,"I am 5'3"" and 118 pounds. I wear a size 25 from Madewell, but I bought a size 25 and 26 from the Amazon lightning deal and I BARELY squeezed into the 26. I didn't even need to try the 25 and canceled the order. The 26 looked good waist down but it was so uncomfortablely tight that it's not worth it. I don't want jeans that give me a muffin top. The length was perfect; so disappointed.",3.0
3051,Not happy didn’t look like in did on your website,1.0
3052,Comfortable but not sweatpants!,4.0
3053,"Nice durable pull over shirt, Like colors options",5.0
3054,I love this top. i typically wear small in most retailer tops and decided to size down in this to an xs and i'm glad i did. well made and cute floral design that can be worn year round.,5.0
3055,This dress fits true to size. i ordered an xs like i usually wear as a small was falling off of me when i had tried on in store. the colors are more vibrant in person. it's a really pretty dress and is very well made. the fabric is solid and light weight. i don't think it would work for someone with a lot of curves unless they sized up though as it is a really straight dress that is meant to lay free.,4.0
3056,I can not imagine the cut in the waist being flattering on anyone. i ordered an xs and an xxs still would have flared too much in the waste. i ignored the previous review and that was a huge mistake!,2.0
3057,Need length alternated,5.0
3058,I didn't realize that the grey sleeves are attached (i assumed that was just an undershirt on the model). needless to say it looks cheap and poorly made. will be returning,1.0
3059,Product is excellent,2.0
3060,"This is such beautiful material, but the sleeves at the shoulders are terrible -- the gathered material makes it look like i'm wearing shoulder pads. that structured element compared to the rest of the dress (relatively unstructured) just looks ridiculous. i was so looking forward to this dress, and now it's going back.",3.0
3061,"Such a cute pattern, and i loved the fold-over design, but beware - there is not enough bottom coverage! i should've looked more closely at the photo - it's pretty accurate in showing the bathing suit bottoms have limited rear coverage. a couple more inches of fabric would've really helped. i'm used to fuller coverage bathing suit bottoms, and these just expose way more cheek than i felt comfortable with. i could maybe wear them around my husband, but definitely not my dad! i felt like if i bent",2.0
3062,"I bought a pair and they fit great so I bought another pair.  The second pair is a size too small, but labeled the same as the previous pair.  I want to buy more, but if they don't fit according to the size stated, they will be returned.",2.0
3063,I have worn this so much since I bought it. It’s casual and comfortable and doesn’t show my bra straps. My one complaint is that it’s slightly tight at my hips and the pockets can lay a little weird as a result. Other than that I love it too,4.0
3064,The jacket fits but waistline wad really to big to my liking,2.0
3065,"I so wanted to keep this, but the xs was even too big. i usually take an xs/s petite and thought i could get away with the xs of this. it is just too big. so sad to be returning it, wish it came in an xxs or petite.",4.0
